start_time	duration	jellyfish_aurelia	jellyfish_ctenophora	jellyfish_unspecified	fish_unspecified	fish_cod	jellyfish_cyanea	fish_herring
2021-06-26 10:29:03.923	00:00:13	0.0	0.0	0.0	93.0	0.0	0.0	3.0
2021-06-26 10:29:17.363	00:00:08	0.0	0.0	0.0	81.0	0.0	0.0	8.0
2021-06-26 10:29:33.483	00:00:54	12.0	0.0	0.0	5073.0	0.0	0.0	1642.0
2021-06-26 10:30:42.293	00:00:41	3.0	0.0	0.0	3324.0	0.0	0.0	4156.0
2021-06-26 10:31:35.383	00:02:16	30.0	0.0	0.0	9081.0	0.0	0.0	13142.0
2021-06-26 10:33:52.524	00:00:45	2.0	0.0	0.0	2379.0	0.0	0.0	4392.0
2021-06-26 10:40:22.984	00:00:22	3.0	0.0	0.0	38.0	0.0	0.0	21.0
2021-06-26 10:40:58.244	00:00:04	0.0	0.0	0.0	16.0	0.0	0.0	84.0
2021-06-26 10:41:51.264	00:00:10	0.0	0.0	0.0	32.0	0.0	0.0	49.0
2021-06-26 10:42:02.644	00:02:44	4.0	0.0	0.0	2821.0	0.0	0.0	16760.0
2021-06-26 10:44:51.475	00:01:10	0.0	0.0	0.0	589.0	0.0	0.0	7724.0
2021-06-26 10:46:11.185	00:00:17	0.0	0.0	0.0	89.0	0.0	0.0	879.0
2021-06-26 10:47:28.895	00:00:28	0.0	2.0	0.0	649.0	0.0	0.0	862.0
2021-06-26 10:47:58.485	00:00:30	0.0	0.0	0.0	831.0	0.0	0.0	1814.0
2021-06-26 12:46:52.515	00:00:20	68.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-26 12:53:29.095	00:00:07	51.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-26 13:13:13.447	00:00:04	19.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-26 13:36:59.269	00:00:20	5.0	0.0	0.0	56.0	0.0	0.0	0.0
2021-06-26 16:00:18.751	00:00:13	38.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-26 16:09:52.792	00:00:26	393.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-26 16:43:24.185	00:00:04	70.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-26 16:43:29.975	00:01:00	853.0	0.0	0.0	0.0	0.0	0.0	0.0
2021-06-26 20:04:18.402	00:00:04	0.0	0.0	0.0	0.0	17.0	0.0	0.0
2021-06-26 21:04:50.837	00:00:36	332.0	0.0	0.0	0.0	0.0	0.0	0.0
